Wavelength_(nm),Sum,Fe_I_(2.2e-02),Fe_II_(4.8e-01),Fe_III_(1.1e-03),W_I_(2.3e-02),W_II_(4.8e-01),W_III_(1.4e-03)
507.5,55.52,19.63,12.02,0.0,23.87,,
507.7,52.24,20.2,12.43,0.0,19.61,,
507.9,49.21,20.51,12.88,0.0,15.82,,
508.1,46.45,20.55,13.36,0.0,12.54,,
508.3,43.94,20.33,13.84,0.0,9.76,,
508.5,41.65,19.87,14.33,0.0,7.463,,
508.7,39.57,19.18,14.79,0.0,5.606,,
508.9,37.63,18.3,15.2,0.0,4.136,,
509.1,35.82,17.29,15.53,0.0,2.997,,
509.3,34.08,16.18,15.77,0.0,2.134,,
509.5,32.41,15.03,15.89,0.0,1.492,,
509.7,30.79,13.9,15.86,0.0,1.025,,
510.0,28.47,12.38,15.53,0.0,0.564,,
510.2,27.05,11.57,15.11,0.0,0.371,,
510.4,25.77,10.98,14.55,0.0,0.239,,
510.6,24.69,10.68,13.86,0.0,0.152,,
510.8,23.87,10.71,13.07,0.0,0.094,,
511.0,23.37,11.1,12.21,0.0,0.058,,
511.2,23.26,11.9,11.33,0.0,0.035,,
511.4,23.58,13.1,10.46,0.0,0.021,,
511.6,24.36,14.7,9.646,0.0,0.012,,
511.8,25.6,16.68,8.918,0.0,0.007,,
512.0,27.31,18.99,8.307,0.0,0.005,,
512.2,29.42,21.58,7.838,0.0,0.004,,
512.5,33.21,25.78,7.425,0.0,0.005,,
512.7,36.01,28.66,7.349,0.0,0.007,,
512.9,38.91,31.48,7.422,0.0,0.011,,
513.1,41.78,34.14,7.627,0.0,0.018,,
513.3,44.52,36.56,7.939,0.0,0.027,,
513.5,47.02,38.65,8.327,0.0,0.042,,
513.7,49.21,40.39,8.758,0.0,0.064,,
513.9,51.03,41.74,9.197,0.0,0.095,,
514.1,52.47,42.72,9.609,0.0,0.138,,
514.3,53.52,43.36,9.963,0.0,0.199,,
514.5,54.23,43.72,10.23,0.0,0.283,,
514.8,54.81,43.9,10.44,0.0,0.463,,
515.0,54.98,43.91,10.44,0.0,0.631,,
515.2,55.1,43.93,10.32,0.0,0.846,,
515.4,55.26,44.04,10.1,0.0,1.118,,
515.6,55.54,44.3,9.783,0.0,1.455,,
515.8,56.01,44.75,9.398,0.0,1.867,,
516.0,56.75,45.42,8.966,0.0,2.363,,
516.2,57.8,46.34,8.513,0.0,2.95,,
516.4,59.18,47.48,8.062,0.0,3.636,,
516.6,60.92,48.85,7.637,0.0,4.427,,
516.8,63.01,50.42,7.257,0.0,5.328,,
517.0,65.44,52.16,6.939,0.0,6.343,,
517.3,69.67,54.98,6.605,0.0,8.084,,
517.5,72.81,56.93,6.492,0.0,9.394,,
517.7,76.15,58.86,6.474,0.0,10.82,,
517.9,79.63,60.7,6.554,0.0,12.37,,
518.1,83.16,62.38,6.735,0.0,14.04,,
518.3,86.68,63.84,7.02,0.0,15.82,,
518.5,90.13,65.01,7.409,0.0,17.72,,
518.7,93.46,65.84,7.904,0.0,19.71,,
518.9,96.63,66.33,8.506,0.0,21.8,,
519.1,99.66,66.49,9.215,0.0,23.95,,
519.3,102.6,66.38,10.03,0.0,26.16,,
519.5,105.5,66.1,10.95,0.0,28.4,,
519.8,109.9,65.68,12.5,0.0,31.75,,
520.0,113.2,65.64,13.64,0.0,33.93,,
520.2,116.9,66.01,14.83,0.0,36.02,,
520.4,121.1,66.98,16.07,0.0,38.0,,
520.6,125.9,68.7,17.33,0.0,39.83,,
520.8,131.3,71.27,18.58,0.0,41.48,,
521.0,137.4,74.74,19.78,0.0,42.92,,
521.2,144.1,79.08,20.91,0.0,44.12,,
521.4,151.2,84.19,21.94,0.0,45.07,,
521.6,158.5,89.89,22.84,0.0,45.75,,
521.8,165.7,95.93,23.6,0.0,46.15,,
522.0,172.5,102.0,24.21,0.0,46.26,,
522.3,181.3,110.5,24.84,0.0,45.88,,
522.5,185.7,115.4,25.09,0.0,45.28,,
522.7,188.8,119.2,25.22,0.0,44.42,,
522.9,190.4,121.8,25.27,0.0,43.33,,
523.1,190.4,123.1,25.27,0.0,42.04,,
523.3,188.8,123.0,25.25,0.0,40.57,,
523.5,185.9,121.7,25.25,0.0,38.97,,
523.7,181.8,119.2,25.28,0.0,37.27,,
523.9,176.8,116.0,25.36,0.0,35.5,,
524.1,171.3,112.2,25.51,0.0,33.68,,
524.3,165.7,108.1,25.71,0.0,31.84,,
524.5,160.1,104.2,25.94,0.0,29.99,,
524.8,152.7,99.18,26.27,0.0,27.23,,
525.0,148.5,96.7,26.44,0.0,25.4,,
525.2,145.1,95.05,26.51,0.0,23.57,,
525.4,142.5,94.27,26.44,0.0,21.76,,
525.6,140.5,94.29,26.2,0.0,19.96,,
525.8,138.9,94.95,25.77,0.0,18.18,,
526.0,137.6,96.06,25.13,0.0,16.43,,
526.2,136.3,97.35,24.28,0.0,14.71,,
526.4,134.8,98.55,23.24,0.0,13.04,,
526.6,132.9,99.41,22.03,0.0,11.45,,
526.8,130.3,99.68,20.68,0.0,9.932,,
527.0,126.9,99.19,19.24,0.0,8.515,,
527.3,120.4,96.76,17.02,0.0,6.603,,
527.5,115.0,93.97,15.56,0.0,5.482,,
527.7,108.9,90.28,14.17,0.0,4.489,,
527.9,102.3,85.82,12.87,0.0,3.625,,
528.1,95.32,80.74,11.7,0.0,2.886,,
528.3,88.18,75.25,10.67,0.0,2.264,,
528.5,81.11,69.58,9.78,0.0,1.75,,
528.7,74.34,63.97,9.035,0.0,1.332,,
528.9,68.07,58.65,8.424,0.0,0.999,,
529.1,62.52,53.84,7.936,0.0,0.738,,
529.3,57.83,49.74,7.552,0.0,0.536,,
529.5,54.14,46.5,7.255,0.0,0.384,,
529.8,50.66,43.5,6.936,0.0,0.226,,
530.0,49.77,42.83,6.784,0.0,0.155,,
530.2,50.0,43.23,6.664,0.0,0.105,,
530.4,51.27,44.64,6.565,0.0,0.07,,
530.6,53.48,46.96,6.479,0.0,0.046,,
530.8,56.47,50.04,6.4,0.0,0.03,,
531.0,60.05,53.71,6.323,0.0,0.019,,
531.2,64.0,57.74,6.247,0.0,0.012,,
531.4,68.1,61.92,6.17,0.0,0.007,,
531.6,72.11,66.01,6.093,0.0,0.004,,
531.8,75.83,69.81,6.016,0.0,0.003,,
532.0,79.08,73.14,5.939,0.0,0.002,,
532.3,82.8,76.97,5.827,0.0,0.001,,
532.5,84.44,78.68,5.756,0.0,0.0,,
532.7,85.45,79.76,5.686,0.0,0.0,,
532.9,85.95,80.33,5.618,0.0,0.0,,
533.1,86.12,80.57,5.55,0.0,0.0,,
533.3,86.23,80.75,5.48,0.0,0.0,,
533.5,86.57,81.16,5.406,0.0,0.0,,
533.7,87.47,82.14,5.326,0.0,0.0,,
533.9,89.26,84.02,5.239,0.0,0.0,,
534.1,92.25,87.1,5.145,0.0,0.0,,
534.3,96.7,91.66,5.044,0.0,0.0,,
534.5,102.8,97.87,4.938,0.0,0.0,,
534.8,115.3,110.5,4.774,0.0,0.0,,
535.0,125.7,121.1,4.668,0.0,0.0,,
535.2,137.8,133.2,4.571,0.0,0.0,,
535.4,151.1,146.6,4.488,0.0,0.0,,
535.6,165.3,160.9,4.425,0.0,0.0,,
535.8,180.1,175.7,4.387,0.0,0.0,,
536.0,195.0,190.6,4.379,0.0,0.0,,
536.2,209.4,205.0,4.405,0.0,0.0,,
536.4,222.9,218.4,4.47,0.0,0.0,,
536.6,235.2,230.6,4.575,0.0,0.0,,
536.8,245.8,241.1,4.721,0.0,0.0,,
537.0,254.6,249.7,4.908,0.0,0.001,,
537.3,264.0,258.7,5.257,0.0,0.001,,
537.5,267.9,262.3,5.53,0.0,0.002,,
537.7,269.9,264.1,5.827,0.0,0.003,,
537.9,270.4,264.3,6.14,0.0,0.004,,
538.1,269.7,263.3,6.457,0.0,0.007,,
538.3,268.1,261.4,6.77,0.0,0.01,,
538.5,266.0,259.0,7.065,0.0,0.015,,
538.7,263.8,256.4,7.331,0.0,0.023,,
538.9,261.6,254.0,7.559,0.0,0.033,,
539.1,259.7,251.9,7.738,0.0,0.046,,
539.3,258.3,250.3,7.861,0.0,0.065,,
539.5,257.2,249.2,7.924,0.0,0.089,,
539.8,256.2,248.1,7.903,0.0,0.14,,
540.0,255.6,247.6,7.814,0.0,0.185,,
540.2,254.7,246.8,7.672,0.0,0.242,,
540.4,253.3,245.5,7.484,0.0,0.31,,
540.6,251.0,243.3,7.26,0.0,0.392,,
540.8,247.5,240.0,7.011,0.0,0.488,,
541.0,242.6,235.3,6.749,0.0,0.597,,
541.2,236.2,229.0,6.485,0.0,0.72,,
541.4,228.2,221.1,6.229,0.0,0.855,,
541.6,218.7,211.7,5.991,0.0,0.999,,
541.8,207.8,200.8,5.776,0.0,1.15,,
542.1,189.2,182.3,5.508,0.0,1.378,,
542.3,175.8,168.9,5.37,0.0,1.525,,
542.5,162.0,155.1,5.263,0.0,1.662,,
542.7,148.2,141.3,5.186,0.0,1.783,,
542.9,134.7,127.7,5.136,0.0,1.883,,
543.1,121.8,114.7,5.111,0.0,1.958,,
543.3,109.8,102.7,5.106,0.0,2.004,,
543.5,98.79,91.66,5.119,0.0,2.02,,
543.7,89.02,81.87,5.147,0.0,2.004,,
543.9,80.53,73.38,5.188,0.0,1.958,,
544.1,73.32,66.19,5.243,0.0,1.883,,
544.3,67.35,60.26,5.31,0.0,1.784,,
544.6,60.54,53.5,5.439,0.0,1.597,,
544.8,57.24,50.24,5.547,0.0,1.455,,
545.0,54.75,47.77,5.676,0.0,1.307,,
545.2,52.93,45.94,5.829,0.0,1.157,,
545.4,51.6,44.58,6.011,0.0,1.011,,
545.6,50.63,43.53,6.225,0.0,0.873,,
545.8,49.86,42.64,6.476,0.0,0.749,,
546.0,49.2,41.79,6.766,0.0,0.641,,
546.2,48.54,40.89,7.099,0.0,0.554,,
546.4,47.81,39.84,7.476,0.0,0.49,,
546.6,46.96,38.61,7.899,0.0,0.454,,
546.8,45.97,37.15,8.369,0.0,0.449,,
547.1,44.2,34.54,9.156,0.0,0.509,,
547.3,42.86,32.53,9.732,0.0,0.602,,
547.5,41.43,30.34,10.34,0.0,0.746,,
547.7,39.95,28.02,10.98,0.0,0.947,,
547.9,38.47,25.61,11.64,0.0,1.214,,
548.1,37.02,23.16,12.3,0.0,1.554,,
548.3,35.66,20.72,12.96,0.0,1.977,,
548.5,34.42,18.33,13.6,0.0,2.487,,
548.7,33.32,16.04,14.19,0.0,3.089,,
548.9,32.4,13.88,14.74,0.0,3.784,,
549.1,31.65,11.87,15.21,0.0,4.569,,
549.3,31.06,10.04,15.59,0.0,5.437,,
549.6,30.46,7.633,15.96,0.0,6.861,,
549.8,30.19,6.266,16.06,0.0,7.862,,
550.0,29.98,5.084,16.02,0.0,8.875,,
550.2,29.78,4.075,15.84,0.0,9.868,,
550.4,29.56,3.229,15.52,0.0,10.81,,
550.6,29.27,2.531,15.08,0.0,11.66,,
550.8,28.86,1.965,14.51,0.0,12.39,,
551.0,28.31,1.517,13.83,0.0,12.96,,
551.2,27.6,1.173,13.07,0.0,13.36,,
551.4,26.72,0.92,12.24,0.0,13.56,,
551.6,25.68,0.749,11.36,0.0,13.56,,
551.8,24.49,0.655,10.47,0.0,13.36,,
552.1,22.5,0.654,9.148,0.0,12.69,,
552.3,21.1,0.752,8.307,0.0,12.04,,
552.5,19.7,0.94,7.518,0.0,11.25,,
552.7,18.37,1.233,6.794,0.0,10.35,,
552.9,17.17,1.651,6.141,0.0,9.376,,
553.1,16.15,2.22,5.562,0.0,8.369,,
553.3,15.39,2.971,5.058,0.0,7.357,,
553.5,14.93,3.938,4.625,0.0,6.371,,
553.7,14.85,5.16,4.255,0.0,5.434,,
553.9,15.18,6.674,3.94,0.0,4.565,,
554.1,15.97,8.518,3.672,0.0,3.777,,
554.3,17.25,10.73,3.441,0.0,3.079,,
554.6,20.14,14.79,3.149,0.0,2.202,,
554.8,22.72,18.01,2.98,0.0,1.728,,
555.0,25.81,21.65,2.827,0.0,1.335,,
555.2,29.39,25.69,2.688,0.0,1.017,,
555.4,33.4,30.08,2.561,0.0,0.762,,
555.6,37.79,34.78,2.445,0.0,0.563,,
555.8,42.47,39.72,2.343,0.0,0.41,,
556.0,47.34,44.79,2.255,0.0,0.294,,
556.2,52.3,49.91,2.183,0.0,0.207,,
556.4,57.22,54.95,2.127,0.0,0.144,,
556.6,61.99,59.8,2.087,0.0,0.099,,
556.8,66.49,64.36,2.062,0.0,0.066,,
557.1,72.48,70.4,2.048,0.0,0.036,,
557.3,75.86,73.79,2.051,0.0,0.023,,
557.5,78.66,76.59,2.058,0.0,0.015,,
557.7,80.86,78.79,2.065,0.0,0.009,,
557.9,82.46,80.39,2.068,0.0,0.006,,
558.1,83.48,81.41,2.063,0.0,0.004,,
558.3,83.98,81.93,2.046,0.0,0.002,,
558.5,84.03,82.01,2.014,0.0,0.001,,
558.7,83.74,81.77,1.966,0.0,0.001,,
558.9,83.21,81.31,1.901,0.0,0.001,,
559.1,82.55,80.73,1.82,0.0,0.001,,
559.3,81.85,80.13,1.723,0.0,0.002,,
559.6,80.92,79.36,1.558,0.0,0.003,,
559.8,80.46,79.02,1.438,0.0,0.005,,
560.0,80.14,78.81,1.316,0.0,0.009,,
560.2,79.95,78.74,1.196,0.0,0.013,,
560.4,79.83,78.73,1.082,0.0,0.02,,
560.6,79.73,78.72,0.98,0.0,0.03,,
560.8,79.55,78.61,0.892,0.0,0.045,,
561.0,79.18,78.29,0.822,0.0,0.066,,
561.2,78.53,77.66,0.772,0.0,0.096,,
561.4,77.49,76.61,0.746,0.0,0.137,,
561.6,76.02,75.08,0.743,0.0,0.193,,
561.8,74.04,73.01,0.765,0.0,0.269,,
562.1,70.12,68.85,0.841,0.0,0.43,,
562.3,66.9,65.41,0.918,0.0,0.578,,
562.5,63.27,61.49,1.015,0.0,0.767,,
562.7,59.31,57.18,1.126,0.0,1.005,,
562.9,55.13,52.58,1.248,0.0,1.3,,
563.1,50.83,47.8,1.377,0.0,1.66,,
563.3,46.55,42.95,1.506,0.0,2.093,,
563.5,42.39,38.16,1.63,0.0,2.606,,
563.7,38.46,33.51,1.745,0.0,3.203,,
563.9,34.83,29.1,1.844,0.0,3.887,,
564.1,31.58,25.0,1.924,0.0,4.66,,
564.3,28.75,21.26,1.979,0.0,5.517,,
564.6,25.34,16.39,2.014,0.0,6.943,,
564.8,23.62,13.65,2.001,0.0,7.969,,
565.0,22.32,11.32,1.961,0.0,9.036,,
565.2,21.39,9.374,1.895,0.0,10.12,,
565.4,20.8,7.792,1.805,0.0,11.2,,
565.6,20.48,6.545,1.695,0.0,12.24,,
565.8,20.38,5.597,1.569,0.0,13.22,,
566.0,20.45,4.915,1.433,0.0,14.1,,
566.2,20.61,4.464,1.289,0.0,14.86,,
566.4,20.82,4.209,1.144,0.0,15.47,,
566.6,21.02,4.116,1.001,0.0,15.9,,
566.9,21.22,4.214,0.798,0.0,16.21,,
567.1,21.22,4.391,0.675,0.0,16.16,,
567.3,21.1,4.625,0.563,0.0,15.91,,
567.5,20.83,4.888,0.465,0.0,15.48,,
567.7,20.4,5.157,0.38,0.0,14.86,,
567.9,19.81,5.408,0.308,0.0,14.1,,
568.1,19.08,5.623,0.249,0.0,13.2,,
568.3,18.2,5.785,0.204,0.0,12.21,,
568.5,17.19,5.882,0.169,0.0,11.14,,
568.7,16.09,5.905,0.146,0.0,10.04,,
568.9,14.92,5.851,0.133,0.0,8.932,,
569.1,13.69,5.72,0.129,0.0,7.842,,
569.4,11.82,5.387,0.138,0.0,6.294,,
569.6,10.59,5.088,0.154,0.0,5.347,,
569.8,9.398,4.738,0.178,0.0,4.482,,
570.0,8.266,4.352,0.207,0.0,3.707,,
570.2,7.211,3.943,0.243,0.0,3.025,,
570.4,6.244,3.526,0.283,0.0,2.436,,
570.6,5.375,3.112,0.328,0.0,1.935,,
570.8,4.607,2.715,0.376,0.0,1.516,,
571.0,3.943,2.345,0.426,0.0,1.172,,
571.2,3.38,2.011,0.476,0.0,0.893,,
571.4,2.917,1.72,0.525,0.0,0.672,,
571.6,2.547,1.477,0.572,0.0,0.498,,
571.9,2.156,1.212,0.634,0.0,0.31,,
572.1,1.997,1.106,0.669,0.0,0.222,,
572.3,1.912,1.058,0.696,0.0,0.157,,
572.5,1.897,1.071,0.717,0.0,0.109,,
572.7,1.95,1.144,0.73,0.0,0.075,,
572.9,2.068,1.28,0.737,0.0,0.051,,
573.1,2.25,1.477,0.739,0.0,0.034,,
573.3,2.496,1.735,0.738,0.0,0.022,,
573.5,2.805,2.053,0.737,0.0,0.015,,
573.7,3.175,2.428,0.738,0.0,0.009,,
573.9,3.606,2.854,0.746,0.0,0.006,,
574.1,4.093,3.324,0.765,0.0,0.004,,
574.4,4.918,4.092,0.824,0.0,0.002,,
574.6,5.518,4.628,0.889,0.0,0.001,,
574.8,6.146,5.166,0.98,0.0,0.001,,
575.0,6.789,5.689,1.1,0.0,0.0,,
575.2,7.432,6.181,1.251,0.0,0.0,,
575.4,8.06,6.623,1.436,0.0,0.0,,
575.6,8.655,7.001,1.654,0.0,0.0,,
575.8,9.201,7.298,1.904,0.0,0.0,,
576.0,9.685,7.503,2.182,0.0,0.0,,
576.2,10.09,7.607,2.483,0.0,0.0,,
576.4,10.41,7.607,2.802,0.0,0.0,,
576.6,10.63,7.502,3.128,0.0,0.0,,
576.9,10.77,7.159,3.613,0.0,0.0,,
577.1,10.74,6.82,3.917,0.0,0.0,,
577.3,10.6,6.407,4.192,0.0,0.0,,
577.5,10.37,5.936,4.43,0.0,0.0,,
577.7,10.04,5.424,4.619,0.0,0.0,,
577.9,9.641,4.888,4.753,0.0,0.0,,
578.1,9.17,4.344,4.826,0.0,0.0,,
578.3,8.642,3.808,4.834,0.0,0.0,,
578.5,8.069,3.292,4.777,0.0,0.0,,
578.7,7.465,2.806,4.658,0.0,0.0,,
578.9,6.84,2.359,4.48,0.0,0.001,,
579.1,6.209,1.956,4.252,0.0,0.001,,
579.4,5.273,1.439,3.832,0.0,0.002,,
579.6,4.671,1.153,3.515,0.0,0.003,,
579.8,4.098,0.911,3.182,0.0,0.005,,
580.0,3.559,0.709,2.842,0.0,0.008,,
580.2,3.062,0.545,2.505,0.0,0.013,,
580.4,2.611,0.413,2.179,0.0,0.019,,
580.6,2.209,0.309,1.872,0.0,0.028,,
580.8,1.858,0.227,1.589,0.0,0.042,,
581.0,1.559,0.165,1.333,0.0,0.061,,
581.2,1.314,0.118,1.108,0.0,0.087,,
581.4,1.122,0.084,0.914,0.0,0.124,,
581.6,0.983,0.058,0.751,0.0,0.173,,
581.9,0.875,0.033,0.563,0.0,0.279,,
582.1,0.871,0.022,0.471,0.0,0.378,,
582.3,0.923,0.015,0.404,0.0,0.504,,
582.5,1.032,0.01,0.359,0.0,0.663,,
582.7,1.2,0.006,0.334,0.0,0.86,,
582.9,1.431,0.004,0.325,0.0,1.102,,
583.1,1.727,0.003,0.33,0.0,1.394,,
583.3,2.088,0.002,0.348,0.0,1.739,,
583.5,2.516,0.001,0.376,0.0,2.14,,
583.7,3.01,0.001,0.411,0.0,2.599,,
583.9,3.568,0.0,0.454,0.0,3.114,,
584.1,4.183,0.0,0.502,0.0,3.681,,
584.4,5.196,0.0,0.581,0.0,4.615,,
584.6,5.915,0.0,0.638,0.0,5.277,,
584.8,6.651,0.0,0.698,0.0,5.953,,
585.0,7.387,0.0,0.76,0.0,6.627,,
585.2,8.104,0.0,0.826,0.0,7.279,,
585.4,8.783,0.0,0.895,0.0,7.888,,
585.6,9.403,0.0,0.969,0.0,8.434,,
585.8,9.947,0.0,1.048,0.0,8.899,,
586.0,10.4,0.0,1.134,0.0,9.264,,
586.2,10.74,0.0,1.226,0.0,9.515,,
586.4,10.97,0.0,1.327,0.0,9.643,,
586.6,11.08,0.0,1.436,0.0,9.643,,
586.9,11.02,0.0,1.615,0.0,9.404,,
587.1,10.84,0.0,1.744,0.0,9.094,,
587.3,10.56,0.0,1.88,0.0,8.678,,
587.5,10.19,0.0,2.019,0.0,8.17,,
587.7,9.751,0.0,2.161,0.0,7.59,,
587.9,9.26,0.0,2.303,0.0,6.957,,
588.1,8.732,0.0,2.44,0.0,6.292,,
588.3,8.185,0.0,2.57,0.0,5.614,,
588.5,7.633,0.0,2.689,0.0,4.943,,
588.7,7.089,0.0,2.794,0.0,4.295,,
588.9,6.562,0.0,2.881,0.0,3.681,,
589.1,6.06,0.0,2.947,0.0,3.114,,
589.4,5.363,0.0,3.001,0.0,2.362,,
589.6,4.938,0.0,3.006,0.0,1.932,,
589.8,4.544,0.0,2.985,0.0,1.559,,
590.0,4.18,0.0,2.938,0.0,1.242,,
590.2,3.842,0.0,2.867,0.0,0.976,,
590.4,3.53,0.0,2.773,0.0,0.756,,
590.6,3.24,0.0,2.661,0.0,0.579,,
590.8,2.971,0.0,2.535,0.0,0.437,,
591.0,2.724,,2.399,0.0,0.325,,
591.2,2.498,,2.259,0.0,0.239,,
591.4,2.294,,2.121,0.0,0.173,,
591.6,2.117,,1.993,0.0,0.124,,
591.9,1.905,,1.831,0.0,0.073,,
592.1,1.805,,1.754,0.0,0.051,,
592.3,1.743,,1.708,0.0,0.035,,
592.5,1.723,,1.699,0.0,0.023,,
592.7,1.747,,1.731,0.0,0.015,,
592.9,1.818,,1.807,0.0,0.01,,
593.1,1.936,,1.93,0.0,0.007,,
593.3,2.103,,2.099,0.0,0.004,,
593.5,2.315,,2.312,0.0,0.003,,
593.7,2.569,,2.568,0.0,0.002,,
593.9,2.861,,2.86,0.0,0.001,,
594.2,3.351,,3.35,0.0,0.0,,
594.4,3.7,,3.699,0.0,0.0,,
594.6,4.054,,4.053,0.0,0.0,,
594.8,4.401,,4.401,0.0,0.0,,
595.0,4.73,,4.73,0.0,0.0,,
595.2,5.028,,5.028,0.0,0.0,,
595.4,5.285,,5.285,0.0,0.0,,
595.6,5.489,,5.489,0.0,0.0,,
595.8,5.633,,5.633,0.0,0.0,,
596.0,5.711,,5.711,0.0,0.0,,
596.2,5.719,,5.719,0.0,0.0,,
596.4,5.657,,5.657,0.0,0.0,,
596.7,5.436,,5.436,0.0,0.0,,
596.9,5.211,,5.211,0.0,0.0,,
597.1,4.934,,4.934,0.0,0.0,,
597.3,4.613,,4.613,0.0,0.0,,
597.5,4.259,,4.259,0.0,0.0,,
597.7,3.883,,3.883,0.0,0.0,,
597.9,3.496,,3.496,0.0,0.0,,
598.1,3.108,,3.108,0.0,0.0,,
598.3,2.729,,2.729,0.0,0.0,,
598.5,2.366,,2.366,0.0,0.0,,
598.7,2.025,,2.025,0.0,0.0,,
598.9,1.712,,1.712,0.0,0.0,,
599.2,1.3,,1.3,0.0,0.0,,
599.4,1.065,,1.065,0.0,0.0,,
599.6,0.861,,0.861,0.0,0.0,,
599.8,0.688,,0.688,0.0,0.0,,
600.0,0.542,,0.542,0.0,0.0,,
600.2,0.422,,0.422,0.0,0.0,,
600.4,0.325,,0.325,0.0,0.0,,
600.6,0.247,,0.247,0.0,0.0,,
600.8,0.185,,0.185,0.0,0.0,,
601.0,0.137,,0.137,0.0,0.0,,
601.2,0.1,,0.1,0.0,0.0,,
601.4,0.072,,0.072,0.0,,,
601.7,0.043,,0.043,0.0,,,
601.9,0.03,,0.03,0.0,,,
602.1,0.021,,0.021,0.0,,,
602.3,0.014,,0.014,0.0,,,
602.5,0.01,,0.01,0.0,,,
602.7,0.006,,0.006,0.0,,,
602.9,0.004,,0.004,0.0,,,
603.1,0.003,,0.003,0.0,,,
603.3,0.002,,0.002,0.0,,,
603.5,0.001,,0.001,0.0,,,
603.7,0.001,,0.001,0.0,,,
603.9,0.0,,0.0,0.0,,,
604.2,0.0,,0.0,0.0,,,
604.4,0.0,,0.0,0.0,,,
604.6,0.0,,0.0,0.0,,,
604.8,0.0,,0.0,0.0,,,
605.0,0.0,,0.0,0.0,,,
605.2,0.0,,0.0,0.0,,,
605.4,0.0,,0.0,0.0,,,
605.6,0.0,,0.0,0.0,,,
605.8,0.0,,0.0,0.0,,,
606.0,0.0,,0.0,0.0,,,
606.2,0.0,,0.0,0.0,,,
606.4,0.0,,0.0,0.0,,,
606.7,0.0,,0.0,0.0,,,
606.9,0.0,,0.0,0.0,,,
607.1,0.0,,0.0,0.0,,,
607.3,0.0,,0.0,0.0,,,
607.5,0.0,,0.0,0.0,,,
607.7,0.0,,0.0,0.0,,,
607.9,0.0,,0.0,0.0,,,
608.1,0.0,,0.0,0.0,,,
608.3,0.0,,0.0,0.0,,,
608.5,0.0,,0.0,0.0,,,
608.7,0.0,,0.0,0.0,,,
608.9,0.0,,0.0,0.0,,,
609.2,0.0,,0.0,0.0,,,
609.4,0.0,,0.0,0.0,,,
609.6,0.0,,0.0,0.0,,,
609.8,0.0,,0.0,0.0,,,
610.0,0.0,,0.0,0.0,,,
610.2,0.0,,0.0,0.0,,,
610.4,0.0,,0.0,0.0,,,
610.6,0.0,,0.0,0.0,,,
610.8,0.0,,0.0,0.0,,,
611.0,0.0,,0.0,0.0,,,
611.2,0.0,,0.0,0.0,,,
611.4,0.0,,0.0,0.0,,,
611.7,0.0,,,0.0,,,
611.9,0.0,,,0.0,,,
612.1,0.0,,,0.0,,,
612.3,0.0,,,0.0,,,
612.5,0.0,,,0.0,,,
612.7,0.0,,,0.0,,,
612.9,0.0,,,0.0,,,
613.1,0.0,,,0.0,,,
613.3,0.0,,0.0,0.0,,,
613.5,0.0,,0.0,0.0,,,
613.7,0.0,,0.0,0.0,,,
613.9,0.0,,0.0,0.0,,,
614.2,0.0,,0.0,0.0,,,
614.4,0.0,,0.0,0.0,,,
614.6,0.0,,0.0,0.0,,,
614.8,0.0,,0.0,0.0,,,
615.0,0.0,,0.0,0.0,,,
615.2,0.0,,0.0,0.0,,,
615.4,0.0,,0.0,0.0,,,
615.6,0.0,,0.0,0.0,,,
615.8,0.0,,0.0,0.0,,,
616.0,0.0,,0.0,0.0,,,
616.2,0.0,,0.0,0.0,,,
616.4,0.0,,0.0,0.0,,,
616.7,0.0,,0.0,0.0,,,
616.9,0.0,,0.0,0.0,,,
617.1,0.0,,0.0,0.0,,,
617.3,0.0,,0.0,0.0,,,
617.5,0.0,,0.0,0.0,,,
617.7,0.0,,0.0,0.0,,,
617.9,0.0,,0.0,0.0,,,
618.1,0.0,,0.0,0.0,,,
618.3,0.0,,0.0,0.0,,,
618.5,0.0,,0.0,0.0,,,
618.7,0.0,,0.0,0.0,,,
619.0,0.0,,0.0,0.0,,,
619.2,0.0,,0.0,0.0,,,
619.4,0.0,,0.0,0.0,,,
619.6,0.0,,0.0,0.0,,,
619.8,0.0,,0.0,0.0,,,
620.0,0.0,,0.0,0.0,,,
620.2,0.0,,0.0,0.0,,,
620.4,0.0,,0.0,0.0,,,
620.6,0.0,,0.0,0.0,,,
620.8,0.0,,0.0,0.0,,,
621.0,0.0,,0.0,0.0,,,
621.2,0.0,,0.0,0.0,,,
621.5,0.0,,0.0,0.0,,,
621.7,0.0,,0.0,0.0,,,
621.9,0.001,,0.001,0.0,,,
622.1,0.001,,0.001,0.0,,,
622.3,0.001,,0.001,0.0,,,
622.5,0.002,,0.002,0.0,,,
622.7,0.003,,0.003,0.0,,,
622.9,0.004,,0.004,0.0,,,
623.1,0.006,,0.006,0.0,,,
623.3,0.008,,0.008,0.0,,,
623.5,0.011,,0.011,0.0,,,
623.7,0.016,,0.016,0.0,,,
624.0,0.025,0.0,0.025,0.0,,,
624.2,0.033,0.0,0.033,0.0,,,
624.4,0.044,0.0,0.044,0.0,,,
624.6,0.058,0.0,0.058,0.0,,,
624.8,0.076,0.0,0.076,0.0,,,
625.0,0.097,0.0,0.097,0.0,,,
625.2,0.124,0.0,0.124,0.0,,,
625.4,0.155,0.0,0.155,0.0,,,
